Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Heart_ZT0_1_R1	(0.0, 0.0003631296052682843)	(1.0, 0.00020678213633332858)	(2.0, 4.665206734349486e-05)	(3.0, 7.060853435772194e-05)	(4.0, 0.00011599973501625749)	(5.0, 0.00012986926855081002)	(6.0, 0.00013365186860568798)	(7.0, 0.0001349127352906473)	(8.0, 0.00015760833561991505)	(9.0, 0.00017904306926422352)	(10.0, 0.0001903908694288574)	(11.0, 0.00021308646975812517)	(12.0, 0.00026226027047153867)	(13.0, 0.0003189992712947081)	(14.0, 0.00044382507310568087)	(15.0, 0.0006581724095487653)	(16.0, 0.0009393456802946938)	(17.0, 0.0014033446203597238)	(18.0, 0.0020741256967580822)	(19.0, 0.003304731581278379)	(20.0, 0.007589156576770151)	(21.0, 0.013467317062050503)	(22.0, 0.018098480395906086)	(23.0, 0.0258994625757494)	(24.0, 0.04073734172435069)	(25.0, 0.0639246800607526)	(26.0, 0.09657860546782907)	(27.0, 0.14578392784836658)	(28.0, 0.21699515648149906)	(29.0, 0.3518650223048577)	(30.0, 0.5278265333910407)	(31.0, 0.6621945742737856)	(32.0, 0.8675405834529455)	(33.0, 1.2292504528339656)	(34.0, 1.635091917055247)	(35.0, 1.9944805308692568)	(36.0, 2.567312439713236)	(37.0, 3.213056486348357)	(38.0, 3.504793298180874)	(39.0, 3.494808494902682)	(40.0, 3.4204438386904656)	(41.0, 3.369514911551589)	(42.0, 3.2274984533578808)	(43.0, 3.080388093756937)	(44.0, 3.235921042813409)	(45.0, 3.5383613519345465)	(46.0, 3.5016033054679276)	(47.0, 3.342877841965138)	(48.0, 3.4124083353072203)	(49.0, 3.488390683476239)	(50.0, 3.4675952092412046)	(51.0, 3.4283015598711324)	(52.0, 3.4334118525452726)	(53.0, 3.4792040088096248)	(54.0, 3.479491486413796)	(55.0, 3.499737222774188)	(56.0, 3.4789505746059484)	(57.0, 3.324596535899913)	(58.0, 3.07393119546326)	(59.0, 2.730147067742307)	(60.0, 2.346544770110338)	(61.0, 2.0113660575142323)	(62.0, 1.686563016868656)	(63.0, 1.3878258732012445)	(64.0, 1.1305888956025836)	(65.0, 0.892290135612012)	(66.0, 0.6937439804648377)	(67.0, 0.5207253322213498)	(68.0, 0.3774000944086539)	(69.0, 0.2768548023499428)	(70.0, 0.20701035320330619)	(71.0, 0.1603444163262768)	(72.0, 0.1344197364168282)	(73.0, 0.11107731147817632)	(74.0, 0.08437593769079277)	(75.0, 0.06549193735015703)	(76.0, 0.05377470324683006)	(77.0, 0.041481253068476685)	(78.0, 0.030414626174588733)	(79.0, 0.023539120141505554)	(80.0, 0.01848178386813372)	(81.0, 0.014796270547997627)	(82.0, 0.011332669764414372)	(83.0, 0.007391200507231536)	(84.0, 0.0048644236705730586)	(85.0, 0.0028319065744186337)	(86.0, 0.0015546486225548424)	(87.0, 0.0007603026110304703)	(88.0, 0.00028747760417072507)	(89.0, 0.00011347800164633885)	(90.0, 8.195633452235583e-05)	(91.0, 6.17824675630067e-05)	(92.0, 3.404340049390165e-05)	(93.0, 2.6478200384145732e-05)	(94.0, 1.3869533534552527e-05)	(95.0, 1.5130400219511846e-05)	(96.0, 1.6391266904471167e-05)	(97.0, 1.0086933479674563e-05)	(98.0, 3.530426717886097e-05)	(99.0, 3.65651338638203e-05)	(100.0, 6.304333424796602e-06)
Heart_ZT0_1_R2	(0.0, 0.004525021381924126)	(1.0, 0.004832743014362668)	(2.0, 0.005998049524088948)	(3.0, 0.008113005169988268)	(4.0, 0.010341464696705082)	(5.0, 0.01256614076072798)	(6.0, 0.014509579431169753)	(7.0, 0.01605575451875029)	(8.0, 0.01723871718771485)	(9.0, 0.01772300041253616)	(10.0, 0.01802315511958687)	(11.0, 0.01856671259327954)	(12.0, 0.019082524673883487)	(13.0, 0.019201073171626205)	(14.0, 0.01917458893276879)	(15.0, 0.019076218902726958)	(16.0, 0.019194767400469676)	(17.0, 0.019832911441510257)	(18.0, 0.02063878899531447)	(19.0, 0.021432055006805627)	(20.0, 0.027681074222924373)	(21.0, 0.03395279421520661)	(22.0, 0.040049213769337386)	(23.0, 0.05185613968281946)	(24.0, 0.06588900281455573)	(25.0, 0.0832664469677142)	(26.0, 0.11780567790047784)	(27.0, 0.17899435889495802)	(28.0, 0.24271291527743696)	(29.0, 0.37107823755663577)	(30.0, 0.5545686112861978)	(31.0, 0.7714392152099538)	(32.0, 1.0652326603179574)	(33.0, 1.4578135775183518)	(34.0, 1.8511335310982913)	(35.0, 2.1786363676548595)	(36.0, 2.624298005296671)	(37.0, 3.1253747598620465)	(38.0, 3.277691923302199)	(39.0, 3.3066076675175715)	(40.0, 3.3653030465967606)	(41.0, 3.335647004847612)	(42.0, 3.3476367981246336)	(43.0, 3.1583047579956642)	(44.0, 2.9906797044959252)	(45.0, 3.237155903999578)	(46.0, 3.317591059718011)	(47.0, 3.1552275416712785)	(48.0, 3.1908879387156732)	(49.0, 3.2938838824779304)	(50.0, 3.2699408693965952)	(51.0, 3.229235855426979)	(52.0, 3.330056308140235)	(53.0, 3.4192968427016432)	(54.0, 3.450820653867355)	(55.0, 3.4741179559822615)	(56.0, 3.3709378837022337)	(57.0, 3.136166456619328)	(58.0, 2.920929047425112)	(59.0, 2.713591508335794)	(60.0, 2.3951424980057685)	(61.0, 2.046526678462915)	(62.0, 1.7324690071662947)	(63.0, 1.4165587003038864)	(64.0, 1.1432073041311137)	(65.0, 0.9346224835070348)	(66.0, 0.76527217101887)	(67.0, 0.5864657241043766)	(68.0, 0.4514301570958029)	(69.0, 0.3650322641717572)	(70.0, 0.29105926273453325)	(71.0, 0.23549785192013822)	(72.0, 0.19975043523378389)	(73.0, 0.1672504906930412)	(74.0, 0.13647580514072447)	(75.0, 0.11323777727468934)	(76.0, 0.0933418081216138)	(77.0, 0.07543846265400096)	(78.0, 0.06014066182826527)	(79.0, 0.04839048785519195)	(80.0, 0.037867416949178875)	(81.0, 0.031078623722061383)	(82.0, 0.026001216786825446)	(83.0, 0.020447093552156036)	(84.0, 0.016878027077561475)	(85.0, 0.01437841939111398)	(86.0, 0.012403451864889573)	(87.0, 0.011321381534429454)	(88.0, 0.010560905532952239)	(89.0, 0.009770161829923692)	(90.0, 0.009478835202492122)	(91.0, 0.009255610903551047)	(92.0, 0.00886591424607765)	(93.0, 0.008334968314698035)	(94.0, 0.007860774323727168)	(95.0, 0.007703130044813981)	(96.0, 0.007517740372812072)	(97.0, 0.007131827178032591)	(98.0, 0.007269292989244889)	(99.0, 0.008936538883030757)	(100.0, 0.030009164933914322)
Heart_ZT0_2_R1	(0.0, 0.00012703269744173188)	(1.0, 8.055732032890314e-05)	(2.0, 3.408194321607441e-05)	(3.0, 4.8024556349923026e-05)	(4.0, 6.041799024667736e-05)	(5.0, 5.577045253539449e-05)	(6.0, 6.351634872086594e-05)	(7.0, 8.055732032890314e-05)	(8.0, 0.00011154090507078898)	(9.0, 0.00012703269744173188)	(10.0, 0.00013942613133848623)	(11.0, 0.00016111464065780628)	(12.0, 0.00017040971608037203)	(13.0, 0.0002122375554819179)	(14.0, 0.0003625079414800642)	(15.0, 0.0005886881100958306)	(16.0, 0.0008675403727728032)	(17.0, 0.001324548247715619)	(18.0, 0.0021099821209224247)	(19.0, 0.0034531205194831753)	(20.0, 0.008415141615896191)	(21.0, 0.01533532526799639)	(22.0, 0.020975886870256703)	(23.0, 0.029360044901411007)	(24.0, 0.04560628756081884)	(25.0, 0.07112281877499892)	(26.0, 0.10771753071364025)	(27.0, 0.16305111470417416)	(28.0, 0.2367455710127496)	(29.0, 0.3733800813659919)	(30.0, 0.5512769806992407)	(31.0, 0.6862120414293905)	(32.0, 0.8984062198926698)	(33.0, 1.269560130694957)	(34.0, 1.655280973863642)	(35.0, 2.0075689799165954)	(36.0, 2.5775507507245123)	(37.0, 3.2043440225151514)	(38.0, 3.4755789708833316)	(39.0, 3.4357914005370387)	(40.0, 3.356075284533878)	(41.0, 3.3080522773631915)	(42.0, 3.1459167275881406)	(43.0, 2.9856030125959117)	(44.0, 3.1469267924507256)	(45.0, 3.4504946606763003)	(46.0, 3.4283878729629644)	(47.0, 3.2847495232788195)	(48.0, 3.355427727612772)	(49.0, 3.429617921277218)	(50.0, 3.428761225159105)	(51.0, 3.417181110361825)	(52.0, 3.4356938022451016)	(53.0, 3.4961071449540677)	(54.0, 3.51160978157967)	(55.0, 3.5446739140369736)	(56.0, 3.535381936972882)	(57.0, 3.3914879727146157)	(58.0, 3.1455929491275874)	(59.0, 2.802534952969242)	(60.0, 2.4194508128620917)	(61.0, 2.0802378795702143)	(62.0, 1.7452604023125529)	(63.0, 1.430206919223161)	(64.0, 1.1562020383790566)	(65.0, 0.9044511172758116)	(66.0, 0.7046162907660707)	(67.0, 0.5361414995528294)	(68.0, 0.39021811049396976)	(69.0, 0.2859862330637916)	(70.0, 0.21110510545960195)	(71.0, 0.15956081388300072)	(72.0, 0.13398541385781107)	(73.0, 0.10947584914774228)	(74.0, 0.07673394597175444)	(75.0, 0.055713132903621995)	(76.0, 0.0450485830354649)	(77.0, 0.03321130448482742)	(78.0, 0.022644352908607255)	(79.0, 0.016109914886543536)	(80.0, 0.011914737512492194)	(81.0, 0.00959561619456204)	(82.0, 0.0073616997346720725)	(83.0, 0.004585570541799102)	(84.0, 0.002867530767861533)	(85.0, 0.001670015217587646)	(86.0, 0.0009124665706485376)	(87.0, 0.0004477127995202502)	(88.0, 0.00016111464065780628)	(89.0, 7.590978261762027e-05)	(90.0, 6.506552795796024e-05)	(91.0, 4.8024556349923026e-05)	(92.0, 3.253276397898012e-05)	(93.0, 2.7885226267697244e-05)	(94.0, 1.8590150845131494e-05)	(95.0, 7.745896185471456e-06)	(96.0, 6.196716948377165e-06)	(97.0, 2.3237688556414368e-05)	(98.0, 4.957373558701732e-05)	(99.0, 3.098358474188582e-05)	(100.0, 3.0983584741885823e-06)
Heart_ZT0_2_R2	(0.0, 0.002125861671234687)	(1.0, 0.0021676971414412004)	(2.0, 0.002674371169497864)	(3.0, 0.003800829941354728)	(4.0, 0.005058992971269135)	(5.0, 0.006465904339695589)	(6.0, 0.007607857730147458)	(7.0, 0.008311313414360685)	(8.0, 0.009129429276176949)	(9.0, 0.009577223753572594)	(10.0, 0.009798796799481166)	(11.0, 0.01018151387877779)	(12.0, 0.010472812708363883)	(13.0, 0.01058592342410742)	(14.0, 0.010638605127330437)	(15.0, 0.010764111537949978)	(16.0, 0.011109641532618588)	(17.0, 0.011814646678691318)	(18.0, 0.012549091600094556)	(19.0, 0.013734429922612437)	(20.0, 0.02039556645660509)	(21.0, 0.027475057692662876)	(22.0, 0.034402701666489614)	(23.0, 0.04713462976600523)	(24.0, 0.06297787727939784)	(25.0, 0.08290240733071479)	(26.0, 0.12076660679132853)	(27.0, 0.18750812692745308)	(28.0, 0.2503372558683389)	(29.0, 0.376000162135689)	(30.0, 0.5613219983793869)	(31.0, 0.7742645417305407)	(32.0, 1.0711135436973656)	(33.0, 1.471491389268576)	(34.0, 1.8685719800027694)	(35.0, 2.194571007932377)	(36.0, 2.6241035278519487)	(37.0, 3.1018041685978126)	(38.0, 3.228354916510656)	(39.0, 3.2515550089329577)	(40.0, 3.3292357297971558)	(41.0, 3.292149360190011)	(42.0, 3.2895865502743975)	(43.0, 3.091783798752423)	(44.0, 2.916897588132461)	(45.0, 3.188209909192858)	(46.0, 3.2844640293668887)	(47.0, 3.1225638585914006)	(48.0, 3.1594937325507355)	(49.0, 3.262387296792726)	(50.0, 3.2523870699515096)	(51.0, 3.218212139178366)	(52.0, 3.325171491339686)	(53.0, 3.425525487593955)	(54.0, 3.46931018081972)	(55.0, 3.5213767476845153)	(56.0, 3.442337148769535)	(57.0, 3.2060442151957087)	(58.0, 2.997213943619669)	(59.0, 2.804243963637477)	(60.0, 2.479385339636462)	(61.0, 2.122011258513828)	(62.0, 1.7998239067585915)	(63.0, 1.4715797085945674)	(64.0, 1.1900331919521694)	(65.0, 0.9786447588460947)	(66.0, 0.8063461495314984)	(67.0, 0.6257858095820457)	(68.0, 0.48517524475609425)	(69.0, 0.3893317319748313)	(70.0, 0.3072675835101063)	(71.0, 0.24452677389521202)	(72.0, 0.20257354458737645)	(73.0, 0.16224725023201642)	(74.0, 0.12618662437586126)	(75.0, 0.09982253083646024)	(76.0, 0.07697881464184436)	(77.0, 0.05901280438093606)	(78.0, 0.043783143763905644)	(79.0, 0.032278389457114434)	(80.0, 0.023576611654159616)	(81.0, 0.018350276802064427)	(82.0, 0.014681151118767242)	(83.0, 0.010730023377040966)	(84.0, 0.008240038168823662)	(85.0, 0.006518586042918606)	(86.0, 0.005235631623252191)	(87.0, 0.004508934011146457)	(88.0, 0.003994512673792291)	(89.0, 0.0037496976999912114)	(90.0, 0.00377758801346222)	(91.0, 0.0038318191785447382)	(92.0, 0.003927885813833769)	(93.0, 0.004144810474163839)	(94.0, 0.004347789977758405)	(95.0, 0.004605000646435487)	(96.0, 0.005032652119657626)	(97.0, 0.005530029376557287)	(98.0, 0.006320254924902542)	(99.0, 0.008029311355931594)	(100.0, 0.023857064250729206)
Heart_ZT12_1_R1	(0.0, 0.00034955198687982957)	(1.0, 0.00020709758126784421)	(2.0, 6.943155903777436e-05)	(3.0, 8.978218841091511e-05)	(4.0, 9.696476348378833e-05)	(5.0, 0.00012090668039336568)	(6.0, 0.00015203117237581627)	(7.0, 0.00013048344715719664)	(8.0, 0.00012808925546623892)	(9.0, 0.00015562245991225288)	(10.0, 0.0002035062937314076)	(11.0, 0.00028490881122397065)	(12.0, 0.0003256100699702522)	(13.0, 0.00042616612099047714)	(14.0, 0.0006069275936577863)	(15.0, 0.0008056455040072783)	(16.0, 0.0011492120116597135)	(17.0, 0.001707058675652866)	(18.0, 0.0024743971126048206)	(19.0, 0.003852254430750998)	(20.0, 0.010242352053917197)	(21.0, 0.018747718036044556)	(22.0, 0.023190140718616636)	(23.0, 0.031981612607813445)	(24.0, 0.050425268299106374)	(25.0, 0.07788544989854612)	(26.0, 0.11687964996917477)	(27.0, 0.17497949973364618)	(28.0, 0.2613451766015646)	(29.0, 0.43162966642924266)	(30.0, 0.6463072585906591)	(31.0, 0.8053653835794363)	(32.0, 1.0571553411423886)	(33.0, 1.5058364407946323)	(34.0, 1.9639099544505032)	(35.0, 2.374646707088603)	(36.0, 3.0863860274972916)	(37.0, 3.8686295048213033)	(38.0, 4.179729576048506)	(39.0, 4.100383669218476)	(40.0, 3.9516504958969536)	(41.0, 3.80814982851602)	(42.0, 3.4900587175512205)	(43.0, 3.216908978817389)	(44.0, 3.376791902843701)	(45.0, 3.6643187626817344)	(46.0, 3.5418426896349455)	(47.0, 3.3078583356776456)	(48.0, 3.307922978853302)	(49.0, 3.2763220427243507)	(50.0, 3.184393461462492)	(51.0, 3.086802616851518)	(52.0, 3.0393341752907443)	(53.0, 3.0607753589791167)	(54.0, 3.0452957126012294)	(55.0, 3.0508705879536246)	(56.0, 3.0251940791639482)	(57.0, 2.8922374319899924)	(58.0, 2.668293120888724)	(59.0, 2.3624530888065554)	(60.0, 2.030792896433253)	(61.0, 1.7449335911079722)	(62.0, 1.4650525824350127)	(63.0, 1.2013838427973735)	(64.0, 0.9879859460947741)	(65.0, 0.7835566914665023)	(66.0, 0.5973376588396551)	(67.0, 0.44828486092739017)	(68.0, 0.3299471482184221)	(69.0, 0.24848238174189416)	(70.0, 0.18926085317020908)	(71.0, 0.14922158842647737)	(72.0, 0.12991602372643968)	(73.0, 0.111485536089447)	(74.0, 0.08701809410370441)	(75.0, 0.0694519096671475)	(76.0, 0.060163643002076966)	(77.0, 0.04825253933956222)	(78.0, 0.036360589210575146)	(79.0, 0.02950123001598123)	(80.0, 0.025013317691280953)	(81.0, 0.02198825648975585)	(82.0, 0.0170286884019369)	(83.0, 0.011859628541159148)	(84.0, 0.008404809931107133)	(85.0, 0.0049775245255011345)	(86.0, 0.0030585798851985083)	(87.0, 0.0015490420240496555)	(88.0, 0.0005590437598386315)	(89.0, 0.00019033823943114005)	(90.0, 7.900832580160531e-05)	(91.0, 3.9504162900802656e-05)	(92.0, 2.3941916909577364e-05)	(93.0, 1.915353352766189e-05)	(94.0, 1.6759341836704156e-05)	(95.0, 1.6759341836704156e-05)	(96.0, 2.3941916909577364e-05)	(97.0, 4.1898354591760384e-05)	(98.0, 0.00010773862609309815)	(99.0, 0.00011132991362953476)	(100.0, 3.471577951888718e-05)
Heart_ZT12_1_R2	(0.0, 0.0009937921873015222)	(1.0, 0.001220089444409941)	(2.0, 0.002522795347764226)	(3.0, 0.00510066833482468)	(4.0, 0.007769539160722383)	(5.0, 0.010115128190750914)	(6.0, 0.011923111567648866)	(7.0, 0.013197081311370335)	(8.0, 0.014393223956086262)	(9.0, 0.015172692286126372)	(10.0, 0.015540275661429466)	(11.0, 0.01589109627694675)	(12.0, 0.016128169593917475)	(13.0, 0.016382005670674007)	(14.0, 0.01661548696769063)	(15.0, 0.01670648480652788)	(16.0, 0.01699504374284073)	(17.0, 0.01743566485721056)	(18.0, 0.01815167416806154)	(19.0, 0.01945438007141582)	(20.0, 0.0279734540625608)	(21.0, 0.03618361433765301)	(22.0, 0.04277257627346057)	(23.0, 0.057455556505844385)	(24.0, 0.07501335004149441)	(25.0, 0.09214249586262162)	(26.0, 0.13066212051042556)	(27.0, 0.1981046898286579)	(28.0, 0.267008013928225)	(29.0, 0.4302820836019416)	(30.0, 0.6620871046399834)	(31.0, 0.927720572265772)	(32.0, 1.2927787575411316)	(33.0, 1.7839503687250389)	(34.0, 2.266493947979194)	(35.0, 2.6438871297769393)	(36.0, 3.139670894581913)	(37.0, 3.7197857091893223)	(38.0, 3.8662227839981784)	(39.0, 3.856861979997789)	(40.0, 3.904122186533907)	(41.0, 3.7846839310400657)	(42.0, 3.685232871910831)	(43.0, 3.370721591429594)	(44.0, 3.086233611064724)	(45.0, 3.3117992934424914)	(46.0, 3.330280236106345)	(47.0, 3.062715459085234)	(48.0, 3.047223077023193)	(49.0, 3.080482787118207)	(50.0, 2.972001389824361)	(51.0, 2.865703940662608)	(52.0, 2.927837504488678)	(53.0, 2.985178116355991)	(54.0, 3.001228458850903)	(55.0, 3.0273101157376368)	(56.0, 2.939727090536755)	(57.0, 2.733777429128339)	(58.0, 2.5452035655778977)	(59.0, 2.365940217748489)	(60.0, 2.094377522518463)	(61.0, 1.7956950766349673)	(62.0, 1.523009276499292)	(63.0, 1.242271364966505)	(64.0, 1.0017137886403016)	(65.0, 0.8237794881939104)	(66.0, 0.6817294670889972)	(67.0, 0.5328989096507243)	(68.0, 0.4168575076934781)	(69.0, 0.33905914484757005)	(70.0, 0.2730916983904889)	(71.0, 0.22490355336622736)	(72.0, 0.19713843646100448)	(73.0, 0.17162910808695758)	(74.0, 0.14467937971131584)	(75.0, 0.12267825749244175)	(76.0, 0.10169367692057854)	(77.0, 0.08413468604494381)	(78.0, 0.06971631794917883)	(79.0, 0.05729631028787921)	(80.0, 0.04619696862970437)	(81.0, 0.03866570012593742)	(82.0, 0.03162893303585182)	(83.0, 0.024545469686362897)	(84.0, 0.019613626289381007)	(85.0, 0.01550914482182725)	(86.0, 0.011593843071856192)	(87.0, 0.00890820948617268)	(88.0, 0.007149317048647456)	(89.0, 0.006367454038637946)	(90.0, 0.006468030597352799)	(91.0, 0.006750602833742147)	(92.0, 0.006890691611952121)	(93.0, 0.006871534172196911)	(94.0, 0.0070152149703609865)	(95.0, 0.007160093108509762)	(96.0, 0.007034372410116197)	(97.0, 0.006851179392457)	(98.0, 0.007089450049412425)	(99.0, 0.008053308737096431)	(100.0, 0.025115403519080395)
Heart_ZT12_2_R1	(0.0, 0.0005084482122898084)	(1.0, 0.00029188693668489)	(2.0, 8.474136871496808e-05)	(3.0, 8.474136871496808e-05)	(4.0, 8.160279950330259e-05)	(5.0, 0.0001004342147732955)	(6.0, 0.00013495847610161583)	(7.0, 0.00014751275294827776)	(8.0, 0.00015378989137160873)	(9.0, 0.0001600670297949397)	(10.0, 0.00019459129112326)	(11.0, 0.00023539269087491133)	(12.0, 0.00027619409062656263)	(13.0, 0.0003546583209181997)	(14.0, 0.0005021710738664774)	(15.0, 0.0007595337492230472)	(16.0, 0.0010357278398496097)	(17.0, 0.0013590004686511547)	(18.0, 0.002209552725012501)	(19.0, 0.003603077454991976)	(20.0, 0.009120682129099897)	(21.0, 0.017503800493458406)	(22.0, 0.022839368153289727)	(23.0, 0.031348029286114854)	(24.0, 0.04954545357535134)	(25.0, 0.07845167601479044)	(26.0, 0.11883564606129023)	(27.0, 0.17828328549944616)	(28.0, 0.2667281658841795)	(29.0, 0.43900736848170957)	(30.0, 0.6625582377210071)	(31.0, 0.828908683077701)	(32.0, 1.0838954615410399)	(33.0, 1.5354288597465067)	(34.0, 1.9993690220456866)	(35.0, 2.401903077718632)	(36.0, 3.0913368835991304)	(37.0, 3.854828368598088)	(38.0, 4.168424788520068)	(39.0, 4.110646867902519)	(40.0, 3.957764023033081)	(41.0, 3.782233262732265)	(42.0, 3.457080630972933)	(43.0, 3.201350011606429)	(44.0, 3.3502154878849346)	(45.0, 3.6207475996536522)	(46.0, 3.500537260277653)	(47.0, 3.2763053215194238)	(48.0, 3.2884170601072413)	(49.0, 3.2693847764077013)	(50.0, 3.1748918731520885)	(51.0, 3.0709581537077866)	(52.0, 3.031892382730186)	(53.0, 3.069492441885939)	(54.0, 3.058529419629591)	(55.0, 3.06088334653834)	(56.0, 3.035363640278288)	(57.0, 2.897263456395795)	(58.0, 2.6695194586897126)	(59.0, 2.367824493218368)	(60.0, 2.0343326830636403)	(61.0, 1.7422134922570869)	(62.0, 1.4654575977416362)	(63.0, 1.2004242592317562)	(64.0, 0.9644258244989934)	(65.0, 0.7559463646141135)	(66.0, 0.6156146580221263)	(67.0, 0.4869301817746299)	(68.0, 0.3492097647667484)	(69.0, 0.2570896198351548)	(70.0, 0.19494281087496657)	(71.0, 0.15266942216304416)	(72.0, 0.13164728558330874)	(73.0, 0.11334628851008731)	(74.0, 0.08842604896946336)	(75.0, 0.07036044458711682)	(76.0, 0.060976122644237025)	(77.0, 0.04853797285840671)	(78.0, 0.03683738683731779)	(79.0, 0.03035937998444023)	(80.0, 0.02574568324329197)	(81.0, 0.022870753845406384)	(82.0, 0.01768897607694667)	(83.0, 0.011970502973292158)	(84.0, 0.008690698147101727)	(85.0, 0.005194332045306376)	(86.0, 0.003138569211665484)	(87.0, 0.0015661460366210769)	(88.0, 0.0005712195965231181)	(89.0, 0.0003013026443198865)	(90.0, 0.0001820370142765981)	(91.0, 7.218709186830613e-05)	(92.0, 4.0801399751651294e-05)	(93.0, 5.335567659831323e-05)	(94.0, 4.3939968963316776e-05)	(95.0, 2.1969984481658388e-05)	(96.0, 2.1969984481658388e-05)	(97.0, 2.824712290498936e-05)	(98.0, 5.9632815021644196e-05)	(99.0, 6.590995344497517e-05)	(100.0, 2.824712290498936e-05)
Heart_ZT12_2_R2	(0.0, 0.0024740245475352893)	(1.0, 0.0026843794265769953)	(2.0, 0.004536758212168138)	(3.0, 0.007525681269596559)	(4.0, 0.009899237815201481)	(5.0, 0.011826967602240399)	(6.0, 0.013500387759393075)	(7.0, 0.01455530177966193)	(8.0, 0.01538730242064778)	(9.0, 0.016310352188383028)	(10.0, 0.016567801443329595)	(11.0, 0.017029326327197218)	(12.0, 0.017635273963839744)	(13.0, 0.01755992296239197)	(14.0, 0.017556783337331645)	(15.0, 0.017817372217338538)	(16.0, 0.018442157604343007)	(17.0, 0.019148573242915898)	(18.0, 0.020250581639089615)	(19.0, 0.021723065792381556)	(20.0, 0.02985469469862064)	(21.0, 0.037976904729678754)	(22.0, 0.04457953623154006)	(23.0, 0.058315395870457434)	(24.0, 0.07620497946418342)	(25.0, 0.09573658696445884)	(26.0, 0.13734603788893243)	(27.0, 0.210257550664836)	(28.0, 0.2850026044759688)	(29.0, 0.45200554068472143)	(30.0, 0.6930000206901291)	(31.0, 0.9608948082123927)	(32.0, 1.3095878466620934)	(33.0, 1.7915642481726675)	(34.0, 2.2733302948042)	(35.0, 2.642980330531563)	(36.0, 3.155335744125832)	(37.0, 3.7584734163393687)	(38.0, 3.8839014374993113)	(39.0, 3.850524083483007)	(40.0, 3.888193304956774)	(41.0, 3.750806451942058)	(42.0, 3.627538492823618)	(43.0, 3.336689906485326)	(44.0, 3.104859992031004)	(45.0, 3.3289758477121096)	(46.0, 3.333085616916074)	(47.0, 3.069570606352962)	(48.0, 3.041025135304497)	(49.0, 3.0669961138034965)	(50.0, 2.9704118280727503)	(51.0, 2.8638529535253547)	(52.0, 2.922818251783299)	(53.0, 2.993142713509496)	(54.0, 3.020639549787813)	(55.0, 3.0418006226943968)	(56.0, 2.941568092643554)	(57.0, 2.7239041664614136)	(58.0, 2.5281140080745503)	(59.0, 2.3436359187800346)	(60.0, 2.07359676734157)	(61.0, 1.775539601864774)	(62.0, 1.497783252028033)	(63.0, 1.2171667037613367)	(64.0, 0.980523744089538)	(65.0, 0.8094926689283898)	(66.0, 0.6672833518210155)	(67.0, 0.5174259080666921)	(68.0, 0.40357054487910354)	(69.0, 0.3279495356761404)	(70.0, 0.2673610512620084)	(71.0, 0.21867174582650425)	(72.0, 0.19000068977562573)	(73.0, 0.16656338870030732)	(74.0, 0.141188938962769)	(75.0, 0.1194752920455684)	(76.0, 0.0993188991582885)	(77.0, 0.08332250947593786)	(78.0, 0.06938257420809943)	(79.0, 0.05741118385308413)	(80.0, 0.046394239516407317)	(81.0, 0.03861110899186419)	(82.0, 0.03283105925580777)	(83.0, 0.02602749175008572)	(84.0, 0.021013510528748336)	(85.0, 0.01759445883805553)	(86.0, 0.014046682519889447)	(87.0, 0.011864643102964286)	(88.0, 0.010561698702929839)	(89.0, 0.010153547445087723)	(90.0, 0.010561698702929839)	(91.0, 0.010621351579075993)	(92.0, 0.01095101221041001)	(93.0, 0.011239857715959816)	(94.0, 0.011666846724163876)	(95.0, 0.012093835732367936)	(96.0, 0.012197443359358627)	(97.0, 0.012354424612374825)	(98.0, 0.012806530621061477)	(99.0, 0.014203663772905644)	(100.0, 0.042243655186659027)
